Event,Date,Time,Venue,City,State,Genre,Sub-Genre,Segment,Performer,Min Price,Max Price,Sales Status,On-Sale Date,Promoter,Ticket URL
San Antonio Spurs vs. Toronto Raptors,2025-04-13,14:30:00,Frost Bank Center,San Antonio,Texas,Basketball,NBA,Sports,San Antonio Spurs,47.0,2965.0,onsale,2024-08-16T15:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/san-antonio-spurs-vs-toronto-raptors-san-antonio-texas-04-13-2025/event/3A00610C9CC5233B
Pittsburgh Penguins vs. Ottawa Senators,2025-03-30,17:00:00,PPG Paints Arena,Pittsburgh,Pennsylvania,Hockey,NHL,Sports,Pittsburgh Penguins,59.0,330.0,onsale,2024-07-30T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/pittsburgh-penguins-vs-ottawa-senators-pittsburgh-pennsylvania-03-30-2025/event/160060DAD9945962
Anaheim Ducks vs. St. Louis Blues,2025-03-07,19:00:00,Honda Center,Anaheim,California,Hockey,NHL,Sports,Anaheim Ducks,41.0,446.0,onsale,,NHL REGULAR SEASON,https://www.ticketmaster.com/anaheim-ducks-vs-st-louis-blues-anaheim-california-03-07-2025/event/090060DABAF14988
Washington Wizards vs. Toronto Raptors,2025-03-24,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,19.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-toronto-raptors-washington-district-of-columbia-03-24-2025/event/1500610EEB4A4E4E
Atlanta Hawks vs Philadelphia 76ers,2025-03-23,18:00:00,State Farm Arena,Atlanta,Georgia,Basketball,NBA,Sports,Atlanta Hawks,35.0,899.0,onsale,2024-08-27T14:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/atlanta-hawks-vs-philadelphia-76ers-atlanta-georgia-03-23-2025/event/0E006106E43551ED
Hamilton (Touring),2025-03-02,18:30:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),49.0,219.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-03-02-2025/event/1B006143F6128078
New York Yankees vs. Tampa Bay Rays,2025-05-02,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-tampa-bay-bronx-new-york-05-02-2025/event/1D00611CAAFC4D92
Hamilton (Touring),2025-03-07,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T06:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7F-oo
Tucson Roadrunners vs. Rockford IceHogs,2025-03-01,19:00:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-rockford-icehogs-tucson-arizona-03-01-2025/event/190060FAB8283A1F
Oklahoma City Thunder vs. Philadelphia 76ers,2025-03-19,19:00:00,Paycom Center,Oklahoma City,Oklahoma,Basketball,NBA,Sports,Oklahoma City Thunder,16.0,1893.0,onsale,2024-12-02T16:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/oklahoma-city-thunder-vs-philadelphia-76ers-oklahoma-city-oklahoma-03-19-2025/event/0C00610EC51A38AB
New York Yankees vs. Arizona Diamondbacks,2025-04-02,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,19.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-arizona-diamondbacks-bronx-new-york-04-02-2025/event/1D00611CAAE94CBE
Anaheim Ducks vs. Carolina Hurricanes,2025-03-23,17:00:00,Honda Center,Anaheim,California,Hockey,NHL,Sports,Anaheim Ducks,41.0,446.0,onsale,,NHL REGULAR SEASON,https://www.ticketmaster.com/anaheim-ducks-vs-carolina-hurricanes-anaheim-california-03-23-2025/event/090060DABB0349B7
New York Yankees vs. San Francisco Giants,2025-04-12,16:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,50.0,435.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-san-francisco-bronx-new-york-04-12-2025/event/1D00611CAAEE4CC6
Anaheim Ducks vs. San Jose Sharks,2025-04-01,19:00:00,Honda Center,Anaheim,California,Hockey,NHL,Sports,Anaheim Ducks,29.0,325.0,onsale,,NHL REGULAR SEASON,https://www.ticketmaster.com/anaheim-ducks-vs-san-jose-sharks-anaheim-california-04-01-2025/event/090060DAC1434D1B
New York Yankees vs. San Diego Padres,2025-05-07,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-san-diego-bronx-new-york-05-07-2025/event/1D00611CAB054DA7
Washington Wizards vs. Brooklyn Nets,2025-02-24,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,13.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-brooklyn-nets-washington-district-of-columbia-02-24-2025/event/1500610EEB3E4E3E
New York Yankees vs. Arizona Diamondbacks,2025-04-03,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,19.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-arizona-diamondbacks-bronx-new-york-04-03-2025/event/1D00611CAAEA4CC0
Washington Wizards vs. Utah Jazz,2025-03-05,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,23.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-utah-jazz-washington-district-of-columbia-03-05-2025/event/1500610EEB444E48
Chicago Blackhawks vs. Ottawa Senators,2025-03-05,18:30:00,United Center,Chicago,Illinois,Hockey,NHL,Sports,Chicago Blackhawks,30.0,645.0,onsale,2024-09-06T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/chicago-blackhawks-vs-ottawa-senators-chicago-illinois-03-05-2025/event/040060E39E0A179A
Philadelphia 76ers vs. Washington Wizards,2025-03-26,19:00:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,11.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-washington-wizards-philadelphia-pennsylvania-03-26-2025/event/3000610ED8534A4B
New York Yankees vs. Seattle Mariners,2025-07-10,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,10.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-seattle-mariners-bronx-new-york-07-10-2025/event/1D00611CAB334E30
Anaheim Ducks vs. Nashville Predators,2025-03-14,19:00:00,Honda Center,Anaheim,California,Hockey,NHL,Sports,Anaheim Ducks,41.0,446.0,onsale,,NHL REGULAR SEASON,https://www.ticketmaster.com/anaheim-ducks-vs-nashville-predators-anaheim-california-03-14-2025/event/090060DABAFD49B4
New York Yankees vs. Texas Rangers,2025-05-22,12:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,25.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-texas-rangers-bronx-new-york-05-22-2025/event/1D00611CAB0F4DD1
Atlanta Hawks vs Philadelphia 76ers,2025-03-10,19:30:00,State Farm Arena,Atlanta,Georgia,Basketball,NBA,Sports,Atlanta Hawks,19.0,392.0,onsale,2024-08-27T14:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/atlanta-hawks-vs-philadelphia-76ers-atlanta-georgia-03-10-2025/event/0E006106E42951E0
New York Yankees vs. Los Angeles Angels,2025-06-19,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,22.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-los-angeles-bronx-new-york-06-19-2025/event/1D00611CAB224E03
New York Yankees vs. Texas Rangers,2025-05-21,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-texas-rangers-bronx-new-york-05-21-2025/event/1D00611CAB0D4DC7
Philadelphia 76ers vs. Utah Jazz,2025-03-09,19:30:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,11.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-utah-jazz-philadelphia-pennsylvania-03-09-2025/event/3000610ED8424A44
Pinstripe Pass * New York Yankees v. New York Mets,2025-05-16,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,65.0,65.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-05-16-2025/event/1D00611CCE265AE5
New York Yankees vs. Boston Red Sox,2025-08-21,19:15:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,45.0,420.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-boston-red-bronx-new-york-08-21-2025/event/1D00611CAB544E8F
Chicago Blackhawks vs. Los Angeles Kings,2025-03-20,19:30:00,United Center,Chicago,Illinois,Hockey,NHL,Sports,Chicago Blackhawks,35.0,725.0,onsale,2024-09-06T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/chicago-blackhawks-vs-los-angeles-kings-chicago-illinois-03-20-2025/event/040060E39E1717A9
Indiana Pacers vs. Toronto Raptors,2025-02-26,19:00:00,Gainbridge Fieldhouse,Indianapolis,Indiana,Basketball,NBA,Sports,Indiana Pacers,10.0,449.0,onsale,2024-10-02T18:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/indiana-pacers-vs-toronto-raptors-indianapolis-indiana-02-26-2025/event/0500610EE12E3BB9
Washington Wizards vs. Orlando Magic,2025-03-21,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,30.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-orlando-magic-washington-district-of-columbia-03-21-2025/event/1500610EEB474E4C
New York Yankees v Tampa Bay Rays **Pinstripe Pass**,2025-02-21,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,65.0,65.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-tampa-bay-tampa-florida-02-21-2025/event/0D006134CAFD3EA2
Washington Wizards vs. Portland Trail Blazers,2025-02-26,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,16.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-portland-trail-blazers-washington-district-of-columbia-02-26-2025/event/1500610EEB414E46
Washington Wizards vs. Orlando Magic,2025-04-03,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,17.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-orlando-magic-washington-district-of-columbia-04-03-2025/event/1500610EEB594E74
New York Yankees vs. Texas Rangers,2025-05-20,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-texas-rangers-bronx-new-york-05-20-2025/event/1D00611CAB0C4DC1
Washington Wizards vs. Sacramento Kings,2025-04-02,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,16.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-sacramento-kings-washington-district-of-columbia-04-02-2025/event/1500610EEB564E6D
Philadelphia 76ers vs. Toronto Raptors,2025-03-30,19:30:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,11.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-toronto-raptors-philadelphia-pennsylvania-03-30-2025/event/3000610ED8624A54
New York Yankees v Houston Astros **Pinstripe Pass**,2025-03-01,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,40.0,40.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-houston-astros-tampa-florida-03-01-2025/event/0D006134CB053EAC
Anaheim Ducks vs. Calgary Flames,2025-04-09,19:00:00,Honda Center,Anaheim,California,Hockey,NHL,Sports,Anaheim Ducks,29.0,325.0,onsale,,NHL REGULAR SEASON,https://www.ticketmaster.com/anaheim-ducks-vs-calgary-flames-anaheim-california-04-09-2025/event/090060DAC1484D24
Washington Wizards vs. Brooklyn Nets,2025-03-29,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,23.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-brooklyn-nets-washington-district-of-columbia-03-29-2025/event/1500610EEB504E63
New York Yankees vs. Detroit Tigers,2025-09-09,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,30.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-detroit-tigers-bronx-new-york-09-09-2025/event/1D00611CAB674EAF
New York Yankees vs. San Diego Padres,2025-05-06,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-san-diego-bronx-new-york-05-06-2025/event/1D00611CAB034D9F
New York Yankees v Detroit Tigers **Pinstripe Pass**,2025-02-23,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,30.0,30.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-detroit-tigers-tampa-florida-02-23-2025/event/0D006134CAFF3EA4
Indiana Pacers vs. Washington Wizards,2025-04-08,19:00:00,Gainbridge Fieldhouse,Indianapolis,Indiana,Basketball,NBA,Sports,Indiana Pacers,12.0,449.0,onsale,2024-10-02T18:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/indiana-pacers-vs-washington-wizards-indianapolis-indiana-04-08-2025/event/0500610EE1643C0A
CV Firebirds vs. Tucson Roadrunners: Teacher Appreciation Night,2025-02-19,19:00:00,Acrisure Arena at Greater Palm Springs,Palm Desert,California,Hockey,AHL,Sports,Coachella Valley Firebirds,29.0,149.0,onsale,2024-09-09T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/cv-firebirds-vs-tucson-roadrunners-teacher-palm-desert-california-02-19-2025/event/0A00611B88503F16
Washington Wizards vs. Indiana Pacers,2025-03-27,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,24.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-indiana-pacers-washington-district-of-columbia-03-27-2025/event/1500610EEB4D4E57
Portland Trail Blazers vs. Washington Wizards,2025-03-17,19:00:00,Moda Center,Portland,Oregon,Basketball,NBA,Sports,Portland Trail Blazers,8.0,2600.0,rescheduled,2024-08-23T17:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/portland-trail-blazers-vs-washington-wizards-portland-oregon-03-17-2025/event/0F0060EAC97D49CA
New York Yankees v Toronto Blue Jays **Pinstripe Pass**,2025-02-28,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,30.0,30.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-toronto-blue-tampa-florida-02-28-2025/event/0D006134CB033EA8
Charlotte Hornets vs. Washington Wizards,2025-03-01,18:00:00,Spectrum Center ,Charlotte,North Carolina,Basketball,NBA,Sports,Charlotte Hornets,18.5,630.0,onsale,2024-08-17T14:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/charlotte-hornets-vs-washington-wizards-charlotte-north-carolina-03-01-2025/event/2D0060EF069393DD
New York Yankees v Boston Red Sox **Pinstripe Pass**,2025-03-18,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,60.0,60.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-boston-red-tampa-florida-03-18-2025/event/0D006134CB143EC6
New York Yankees vs. Los Angeles Angels,2025-06-16,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,10.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-los-angeles-bronx-new-york-06-16-2025/event/1D00611CAB1C4DF6
New York Yankees vs. Tampa Bay Rays,2025-05-04,13:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,25.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-tampa-bay-bronx-new-york-05-04-2025/event/1D00611CAB004D9A
New York Yankees v Philadelphia Phillies **Pinstripe Pass**,2025-03-22,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,60.0,60.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-philadelphia-phillies-tampa-florida-03-22-2025/event/0D006134CB183ED5
New York Yankees v Toronto Blue Jays **Pinstripe Pass**,2025-03-07,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-toronto-blue-tampa-florida-03-07-2025/event/0D006134CB0B3EB6
New York Yankees vs. Athletics,2025-06-29,13:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-athletics-bronx-new-york-06-29-2025/event/1D00611CAB2E4E29
New York Yankees vs. Chicago Cubs,2025-07-12,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,50.0,420.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-chicago-cubs-bronx-new-york-07-12-2025/event/1D00611CAB384E38
Hamilton (Touring),2025-04-10,19:30:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71e8J
Hamilton (Touring),2025-04-11,19:30:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71eo8
New York Yankees vs. Cleveland Guardians,2025-06-03,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,10.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-cleveland-guardians-bronx-new-york-06-03-2025/event/1D00611CAB114DD5
New York Yankees v Philadelphia Phillies **Pinstripe Pass**,2025-03-14,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,55.0,55.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-philadelphia-phillies-tampa-florida-03-14-2025/event/0D006134CB103EBE
Tucson Roadrunners vs. Abbotsford Canucks,2025-02-22,19:00:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-abbotsford-canucks-tucson-arizona-02-22-2025/event/190060FAB7533907
New York Yankees v St. Louis Cardinals **Pinstripe Pass**,2025-02-26,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-st-louis-tampa-florida-02-26-2025/event/0D006134CB013EA6
New York Yankees v Minnesota Twins **Pinstripe Pass**,2025-03-06,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-minnesota-twins-tampa-florida-03-06-2025/event/0D006134CB093EB4
New York Yankees v Baltimore Orioles **Pinstripe Pass**,2025-03-11,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-baltimore-orioles-tampa-florida-03-11-2025/event/0D006134CB0F3EBB
Tucson Roadrunners vs. Rockford IceHogs,2025-02-28,19:00:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-rockford-icehogs-tucson-arizona-02-28-2025/event/190060FAB82639F0
New York Yankees vs. Seattle Mariners,2025-07-08,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,10.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-seattle-mariners-bronx-new-york-07-08-2025/event/1D00611CAB2F4E2C
New York Yankees v Pittsburgh Pirates **Pinstripe Pass**,2025-03-03,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-pittsburgh-pirates-tampa-florida-03-03-2025/event/0D006134CB073EAF
Hamilton (Touring),2025-04-18,19:30:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71eoS
New York Yankees v Tampa Bay Rays **Pinstripe Pass**,2025-03-23,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-tampa-bay-tampa-florida-03-23-2025/event/0D006134CB1A3ED7
Tucson Roadrunners vs. Abbotsford Canucks,2025-02-23,16:00:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-abbotsford-canucks-tucson-arizona-02-23-2025/event/190060FAB7BD3932
New York Yankees v Altanta Braves **Pinstripe Pass**,2025-03-19,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-altanta-braves-tampa-florida-03-19-2025/event/0D006134CB163ED1
New York Yankees v Detroit Tigers **Pinstripe Pass**,2025-03-10,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,27.0,27.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-detroit-tigers-tampa-florida-03-10-2025/event/0D006134CB0D3EB8
Tucson Roadrunners vs. San Jose Barracuda,2025-03-15,19:00:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-san-jose-barracuda-tucson-arizona-03-15-2025/event/190060FAB9943AAF
The Spinners,2025-03-25,21:00:00,The Rose,Pasadena,California,R&B,R&B,Music,The Spinners,38.0,68.0,cancelled,2019-08-08T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/the-spinners-pasadena-california-03-25-2025/event/090056FFDA2F6A88
Pinstripe Pass * New York Yankees v. Arizona Diamondbacks,2025-04-03,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,15.0,15.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-04-03-2025/event/1D00611CCE235AC1
Hamilton (Touring),2025-06-08,13:00:00,Des Moines Performing Arts Center - Civic Center,Des Moines,Iowa,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T06:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7FMuk
Hamilton (Touring),2025-04-13,13:00:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71e3Z
Tucson Roadrunners vs. Ontario Reign,2025-03-12,18:30:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-ontario-reign-tucson-arizona-03-12-2025/event/190060FAB8C43A9A
Hamilton (Touring),2025-04-09,19:30:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71eo9
Hamilton (Touring),2025-04-13,19:00:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71e8y
